Additional Descriptions,All Highlight Fields,Common Names,Data Type,Derivation Code,Derivation Description,Description,Document Index (generated),Fdc Id,Food Code,foodNutrients Index (generated),foods Index (generated),Ndb Number,Nutrient Id,Nutrient Name,Nutrient Number,Published Date,Scientific Name,Unit Name,Number of Records per result.json,Score,Value
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,63,30,,1280,22:5 n-3 (DPA),631,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,64,30,,1292,"Fatty acids, total monounsaturated",645,4/1/2020,,G,1,314.3931,0.018
,,,Survey (FNDDS),,,Cactus,1,787783,75105500,65,30,,1293,"Fatty acids, total polyunsaturated",646,4/1/2020,,G,1,314.3931,0.05
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,1,31,,1003,Protein,203,4/1/2020,,G,1,314.3931,0.81
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,2,31,,1004,Total lipid (fat),204,4/1/2020,,G,1,314.3931,0.31
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,3,31,,1005,"Carbohydrate, by difference",205,4/1/2020,,G,1,314.3931,13.34
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,4,31,,1008,Energy,208,4/1/2020,,KCAL,1,314.3931,53
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,5,31,,1018,"Alcohol, ethyl",221,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,6,31,,1051,Water,255,4/1/2020,,G,1,314.3931,85.17
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,7,31,,1057,Caffeine,262,4/1/2020,,MG,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,8,31,,1058,Theobromine,263,4/1/2020,,MG,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,9,31,,2000,"Sugars, total including NLEA",269,4/1/2020,,G,1,314.3931,10.58
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,10,31,,1079,"Fiber, total dietary",291,4/1/2020,,G,1,314.3931,1.8
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,11,31,,1087,"Calcium, Ca",301,4/1/2020,,MG,1,314.3931,37
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,12,31,,1089,"Iron, Fe",303,4/1/2020,,MG,1,314.3931,0.15
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,13,31,,1090,"Magnesium, Mg",304,4/1/2020,,MG,1,314.3931,12
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,14,31,,1091,"Phosphorus, P",305,4/1/2020,,MG,1,314.3931,20
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,15,31,,1092,"Potassium, K",306,4/1/2020,,MG,1,314.3931,166
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,16,31,,1093,"Sodium, Na",307,4/1/2020,,MG,1,314.3931,2
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,17,31,,1095,"Zinc, Zn",309,4/1/2020,,MG,1,314.3931,0.07
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,18,31,,1098,"Copper, Cu",312,4/1/2020,,MG,1,314.3931,0.042
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,19,31,,1103,"Selenium, Se",317,4/1/2020,,UG,1,314.3931,0.1
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,20,31,,1105,Retinol,319,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,21,31,,1106,"Vitamin A, RAE",320,4/1/2020,,UG,1,314.3931,34
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,22,31,,1107,"Carotene, beta",321,4/1/2020,,UG,1,314.3931,155
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,23,31,,1108,"Carotene, alpha",322,4/1/2020,,UG,1,314.3931,101
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,24,31,,1109,Vitamin E (alpha-tocopherol),323,4/1/2020,,MG,1,314.3931,0.2
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,25,31,,1114,Vitamin D (D2 + D3),328,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,26,31,,1120,"Cryptoxanthin, beta",334,4/1/2020,,UG,1,314.3931,407
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,27,31,,1122,Lycopene,337,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,28,31,,1123,Lutein + zeaxanthin,338,4/1/2020,,UG,1,314.3931,138
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,29,31,,1162,"Vitamin C, total ascorbic acid",401,4/1/2020,,MG,1,314.3931,26.7
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,30,31,,1165,Thiamin,404,4/1/2020,,MG,1,314.3931,0.058
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,31,31,,1166,Riboflavin,405,4/1/2020,,MG,1,314.3931,0.036
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,32,31,,1167,Niacin,406,4/1/2020,,MG,1,314.3931,0.376
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,33,31,,1175,Vitamin B-6,415,4/1/2020,,MG,1,314.3931,0.078
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,34,31,,1177,"Folate, total",417,4/1/2020,,UG,1,314.3931,16
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,35,31,,1178,Vitamin B-12,418,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,36,31,,1180,"Choline, total",421,4/1/2020,,MG,1,314.3931,10.2
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,37,31,,1185,Vitamin K (phylloquinone),430,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,38,31,,1186,Folic acid,431,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,39,31,,1187,"Folate, food",432,4/1/2020,,UG,1,314.3931,16
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,40,31,,1190,"Folate, DFE",435,4/1/2020,,UG,1,314.3931,16
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,41,31,,1242,"Vitamin E, added",573,4/1/2020,,MG,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,42,31,,1246,"Vitamin B-12, added",578,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,43,31,,1253,Cholesterol,601,4/1/2020,,MG,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,44,31,,1258,"Fatty acids, total saturated",606,4/1/2020,,G,1,314.3931,0.039
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,45,31,,1259,4:00,607,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,46,31,,1260,6:00,608,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,47,31,,1261,8:00,609,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,48,31,,1262,10:00,610,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,49,31,,1263,12:00,611,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,50,31,,1264,14:00,612,4/1/2020,,G,1,314.3931,0.002
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,51,31,,1265,16:00,613,4/1/2020,,G,1,314.3931,0.035
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,52,31,,1266,18:00,614,4/1/2020,,G,1,314.3931,0.002
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,53,31,,1268,18:01,617,4/1/2020,,G,1,314.3931,0.053
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,54,31,,1269,18:02,618,4/1/2020,,G,1,314.3931,0.048
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,55,31,,1270,18:03,619,4/1/2020,,G,1,314.3931,0.018
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,56,31,,1271,20:04,620,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,57,31,,1272,22:6 n-3 (DHA),621,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,58,31,,1275,16:01,626,4/1/2020,,G,1,314.3931,0.007
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,59,31,,1276,18:04,627,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,60,31,,1277,20:01,628,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,61,31,,1278,20:5 n-3 (EPA),629,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,62,31,,1279,22:01,630,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,63,31,,1280,22:5 n-3 (DPA),631,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,64,31,,1292,"Fatty acids, total monounsaturated",645,4/1/2020,,G,1,314.3931,0.06
,,,Survey (FNDDS),,,Calamondin,1,786545,61100500,65,31,,1293,"Fatty acids, total polyunsaturated",646,4/1/2020,,G,1,314.3931,0.065
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,1,32,,1003,Protein,203,4/1/2020,,G,1,314.3931,0.84
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,2,32,,1004,Total lipid (fat),204,4/1/2020,,G,1,314.3931,0.19
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,3,32,,1005,"Carbohydrate, by difference",205,4/1/2020,,G,1,314.3931,8.16
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,4,32,,1008,Energy,208,4/1/2020,,KCAL,1,314.3931,34
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,5,32,,1018,"Alcohol, ethyl",221,4/1/2020,,G,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,6,32,,1051,Water,255,4/1/2020,,G,1,314.3931,90.15
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,7,32,,1057,Caffeine,262,4/1/2020,,MG,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,8,32,,1058,Theobromine,263,4/1/2020,,MG,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,9,32,,2000,"Sugars, total including NLEA",269,4/1/2020,,G,1,314.3931,7.86
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,10,32,,1079,"Fiber, total dietary",291,4/1/2020,,G,1,314.3931,0.9
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,11,32,,1087,"Calcium, Ca",301,4/1/2020,,MG,1,314.3931,9
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,12,32,,1089,"Iron, Fe",303,4/1/2020,,MG,1,314.3931,0.21
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,13,32,,1090,"Magnesium, Mg",304,4/1/2020,,MG,1,314.3931,12
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,14,32,,1091,"Phosphorus, P",305,4/1/2020,,MG,1,314.3931,15
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,15,32,,1092,"Potassium, K",306,4/1/2020,,MG,1,314.3931,267
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,16,32,,1093,"Sodium, Na",307,4/1/2020,,MG,1,314.3931,16
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,17,32,,1095,"Zinc, Zn",309,4/1/2020,,MG,1,314.3931,0.18
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,18,32,,1098,"Copper, Cu",312,4/1/2020,,MG,1,314.3931,0.041
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,19,32,,1103,"Selenium, Se",317,4/1/2020,,UG,1,314.3931,0.4
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,20,32,,1105,Retinol,319,4/1/2020,,UG,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,21,32,,1106,"Vitamin A, RAE",320,4/1/2020,,UG,1,314.3931,169
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,22,32,,1107,"Carotene, beta",321,4/1/2020,,UG,1,314.3931,2020
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,23,32,,1108,"Carotene, alpha",322,4/1/2020,,UG,1,314.3931,16
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,24,32,,1109,Vitamin E (alpha-tocopherol),323,4/1/2020,,MG,1,314.3931,0.05
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,25,32,,1114,Vitamin D (D2 + D3),328,4/1/2020,,UG,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,26,32,,1120,"Cryptoxanthin, beta",334,4/1/2020,,UG,1,314.3931,1
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,27,32,,1122,Lycopene,337,4/1/2020,,UG,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,28,32,,1123,Lutein + zeaxanthin,338,4/1/2020,,UG,1,314.3931,26
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,29,32,,1162,"Vitamin C, total ascorbic acid",401,4/1/2020,,MG,1,314.3931,36.7
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,30,32,,1165,Thiamin,404,4/1/2020,,MG,1,314.3931,0.041
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,31,32,,1166,Riboflavin,405,4/1/2020,,MG,1,314.3931,0.019
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,32,32,,1167,Niacin,406,4/1/2020,,MG,1,314.3931,0.734
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,33,32,,1175,Vitamin B-6,415,4/1/2020,,MG,1,314.3931,0.072
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,34,32,,1177,"Folate, total",417,4/1/2020,,UG,1,314.3931,21
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,35,32,,1178,Vitamin B-12,418,4/1/2020,,UG,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,36,32,,1180,"Choline, total",421,4/1/2020,,MG,1,314.3931,7.6
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,37,32,,1185,Vitamin K (phylloquinone),430,4/1/2020,,UG,1,314.3931,2.5
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,38,32,,1186,Folic acid,431,4/1/2020,,UG,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,39,32,,1187,"Folate, food",432,4/1/2020,,UG,1,314.3931,21
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,40,32,,1190,"Folate, DFE",435,4/1/2020,,UG,1,314.3931,21
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,41,32,,1242,"Vitamin E, added",573,4/1/2020,,MG,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,42,32,,1246,"Vitamin B-12, added",578,4/1/2020,,UG,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,43,32,,1253,Cholesterol,601,4/1/2020,,MG,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,44,32,,1258,"Fatty acids, total saturated",606,4/1/2020,,G,1,314.3931,0.051
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,45,32,,1259,4:00,607,4/1/2020,,G,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,46,32,,1260,6:00,608,4/1/2020,,G,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,47,32,,1261,8:00,609,4/1/2020,,G,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,48,32,,1262,10:00,610,4/1/2020,,G,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,49,32,,1263,12:00,611,4/1/2020,,G,1,314.3931,0.001
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,50,32,,1264,14:00,612,4/1/2020,,G,1,314.3931,0.001
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,51,32,,1265,16:00,613,4/1/2020,,G,1,314.3931,0.043
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,52,32,,1266,18:00,614,4/1/2020,,G,1,314.3931,0.005
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,53,32,,1268,18:01,617,4/1/2020,,G,1,314.3931,0.003
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,54,32,,1269,18:02,618,4/1/2020,,G,1,314.3931,0.035
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,55,32,,1270,18:03,619,4/1/2020,,G,1,314.3931,0.046
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,56,32,,1271,20:04,620,4/1/2020,,G,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,57,32,,1272,22:6 n-3 (DHA),621,4/1/2020,,G,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,58,32,,1275,16:01,626,4/1/2020,,G,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,59,32,,1276,18:04,627,4/1/2020,,G,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,60,32,,1277,20:01,628,4/1/2020,,G,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,61,32,,1278,20:5 n-3 (EPA),629,4/1/2020,,G,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,62,32,,1279,22:01,630,4/1/2020,,G,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,63,32,,1280,22:5 n-3 (DPA),631,4/1/2020,,G,1,314.3931,0
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,64,32,,1292,"Fatty acids, total monounsaturated",645,4/1/2020,,G,1,314.3931,0.003
"melon, NFS; muskmelon",,,Survey (FNDDS),,,Cantaloupe,1,786661,63109010,65,32,,1293,"Fatty acids, total polyunsaturated",646,4/1/2020,,G,1,314.3931,0.081
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cardoon,1,169981,,1,33,11122,1186,Folic acid,431,4/1/2019,Cynara cardunculus,UG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cardoon,1,169981,,2,33,11122,1110,"Vitamin D (D2 + D3), International Units",324,4/1/2019,Cynara cardunculus,IU,1,314.3931,0
,,,SR Legacy,,,Cardoon,1,169981,,3,33,11122,1106,"Vitamin A, RAE",320,4/1/2019,Cynara cardunculus,UG,1,314.3931,0
,,,SR Legacy,BFZN,Based on another form of the food or similar food; Concentration adjustment; No adjustment; Retention factors not used,Cardoon,1,169981,,4,33,11122,1177,"Folate, total",417,4/1/2019,Cynara cardunculus,UG,1,314.3931,68
,,,SR Legacy,BFZN,Based on another form of the food or similar food; Concentration adjustment; No adjustment; Retention factors not used,Cardoon,1,169981,,5,33,11122,1187,"Folate, food",432,4/1/2019,Cynara cardunculus,UG,1,314.3931,68
,,,SR Legacy,BFZN,Based on another form of the food or similar food; Concentration adjustment; No adjustment; Retention factors not used,Cardoon,1,169981,,6,33,11122,1007,Ash,207,4/1/2019,Cynara cardunculus,G,1,314.3931,1.13
,,,SR Legacy,NC,Calculated,Cardoon,1,169981,,7,33,11122,1062,Energy,268,4/1/2019,Cynara cardunculus,kJ,1,314.3931,71
,,,SR Legacy,BFZN,Based on another form of the food or similar food; Concentration adjustment; No adjustment; Retention factors not used,Cardoon,1,169981,,8,33,11122,1098,"Copper, Cu",312,4/1/2019,Cynara cardunculus,MG,1,314.3931,0.231
,,,SR Legacy,BFZN,Based on another form of the food or similar food; Concentration adjustment; No adjustment; Retention factors not used,Cardoon,1,169981,,9,33,11122,1101,"Manganese, Mn",315,4/1/2019,Cynara cardunculus,MG,1,314.3931,0.256
,,,SR Legacy,,,Cardoon,1,169981,,10,33,11122,1104,"Vitamin A, IU",318,4/1/2019,Cynara cardunculus,IU,1,314.3931,0
,,,SR Legacy,BFZN,Based on another form of the food or similar food; Concentration adjustment; No adjustment; Retention factors not used,Cardoon,1,169981,,11,33,11122,1103,"Selenium, Se",317,4/1/2019,Cynara cardunculus,UG,1,314.3931,0.2
,,,SR Legacy,BFZN,Based on another form of the food or similar food; Concentration adjustment; No adjustment; Retention factors not used,Cardoon,1,169981,,12,33,11122,1170,Pantothenic acid,410,4/1/2019,Cynara cardunculus,MG,1,314.3931,0.338
,,,SR Legacy,BFZN,Based on another form of the food or similar food; Concentration adjustment; No adjustment; Retention factors not used,Cardoon,1,169981,,13,33,11122,1175,Vitamin B-6,415,4/1/2019,Cynara cardunculus,MG,1,314.3931,0.116
,,,SR Legacy,NC,Calculated,Cardoon,1,169981,,14,33,11122,1005,"Carbohydrate, by difference",205,4/1/2019,Cynara cardunculus,G,1,314.3931,4.07
,,,SR Legacy,NC,Calculated,Cardoon,1,169981,,15,33,11122,1008,Energy,208,4/1/2019,Cynara cardunculus,KCAL,1,314.3931,17
,,,SR Legacy,NC,Calculated,Cardoon,1,169981,,16,33,11122,1190,"Folate, DFE",435,4/1/2019,Cynara cardunculus,UG,1,314.3931,68
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cardoon,1,169981,,17,33,11122,1105,Retinol,319,4/1/2019,Cynara cardunculus,UG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cardoon,1,169981,,18,33,11122,1257,"Fatty acids, total trans",605,4/1/2019,Cynara cardunculus,G,1,314.3931,0
,,,SR Legacy,,,Cardoon,1,169981,,19,33,11122,1258,"Fatty acids, total saturated",606,4/1/2019,Cynara cardunculus,G,1,314.3931,0.011
,,,SR Legacy,,,Cardoon,1,169981,,20,33,11122,1275,16:01,626,4/1/2019,Cynara cardunculus,G,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cardoon,1,169981,,21,33,11122,1253,Cholesterol,601,4/1/2019,Cynara cardunculus,MG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cardoon,1,169981,,22,33,11122,1178,Vitamin B-12,418,4/1/2019,Cynara cardunculus,UG,1,314.3931,0
,,,SR Legacy,,,Cardoon,1,169981,,23,33,11122,1162,"Vitamin C, total ascorbic acid",401,4/1/2019,Cynara cardunculus,MG,1,314.3931,2
,,,SR Legacy,,,Cardoon,1,169981,,24,33,11122,1165,Thiamin,404,4/1/2019,Cynara cardunculus,MG,1,314.3931,0.02
,,,SR Legacy,,,Cardoon,1,169981,,25,33,11122,1166,Riboflavin,405,4/1/2019,Cynara cardunculus,MG,1,314.3931,0.03
,,,SR Legacy,,,Cardoon,1,169981,,26,33,11122,1003,Protein,203,4/1/2019,Cynara cardunculus,G,1,314.3931,0.7
,,,SR Legacy,,,Cardoon,1,169981,,27,33,11122,1079,"Fiber, total dietary",291,4/1/2019,Cynara cardunculus,G,1,314.3931,1.6
,,,SR Legacy,,,Cardoon,1,169981,,28,33,11122,1089,"Iron, Fe",303,4/1/2019,Cynara cardunculus,MG,1,314.3931,0.7
,,,SR Legacy,,,Cardoon,1,169981,,29,33,11122,1090,"Magnesium, Mg",304,4/1/2019,Cynara cardunculus,MG,1,314.3931,42
,,,SR Legacy,,,Cardoon,1,169981,,30,33,11122,1091,"Phosphorus, P",305,4/1/2019,Cynara cardunculus,MG,1,314.3931,23
,,,SR Legacy,,,Cardoon,1,169981,,31,33,11122,1093,"Sodium, Na",307,4/1/2019,Cynara cardunculus,MG,1,314.3931,170
,,,SR Legacy,,,Cardoon,1,169981,,32,33,11122,1004,Total lipid (fat),204,4/1/2019,Cynara cardunculus,G,1,314.3931,0.1
,,,SR Legacy,,,Cardoon,1,169981,,33,33,11122,1167,Niacin,406,4/1/2019,Cynara cardunculus,MG,1,314.3931,0.3
,,,SR Legacy,,,Cardoon,1,169981,,34,33,11122,1265,16:00,613,4/1/2019,Cynara cardunculus,G,1,314.3931,0.009
,,,SR Legacy,,,Cardoon,1,169981,,35,33,11122,1266,18:00,614,4/1/2019,Cynara cardunculus,G,1,314.3931,0.002
,,,SR Legacy,,,Cardoon,1,169981,,36,33,11122,1268,18:01,617,4/1/2019,Cynara cardunculus,G,1,314.3931,0.018
,,,SR Legacy,,,Cardoon,1,169981,,37,33,11122,1269,18:02,618,4/1/2019,Cynara cardunculus,G,1,314.3931,0.041
,,,SR Legacy,,,Cardoon,1,169981,,38,33,11122,1277,20:01,628,4/1/2019,Cynara cardunculus,G,1,314.3931,0
,,,SR Legacy,,,Cardoon,1,169981,,39,33,11122,1292,"Fatty acids, total monounsaturated",645,4/1/2019,Cynara cardunculus,G,1,314.3931,0.018
,,,SR Legacy,,,Cardoon,1,169981,,40,33,11122,1293,"Fatty acids, total polyunsaturated",646,4/1/2019,Cynara cardunculus,G,1,314.3931,0.041
,,,SR Legacy,,,Cardoon,1,169981,,41,33,11122,1051,Water,255,4/1/2019,Cynara cardunculus,G,1,314.3931,94
,,,SR Legacy,,,Cardoon,1,169981,,42,33,11122,1087,"Calcium, Ca",301,4/1/2019,Cynara cardunculus,MG,1,314.3931,70
